"學年度","細學類","細學類名稱","科系名稱","日間∕進修別","等級別","總計","男生計","女生計","一年級男生","一年級女生","二年級男生","二年級女生","三年級男生","三年級女生","四年級男生","四年級女生","五年級男生","五年級女生","六年級男生","六年級女生","七年級男生","七年級女生","延修生男生","延修生女生"
111,07141,電機與電子工程細學類,電機工程系_國際學生表面黏著技術製程國際學生產學合作專班,D 日,B 四技,15,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
111,07141,電機與電子工程細學類,電機工程系_國際學生產學合作專班,D 日,B 四技,186,148,38,75,38,0,0,0,0,57,0,0,0,0,0,0,0,16,0
111,07141,電機與電子工程細學類,電機工程系_國際學生產學合作專班,D 日,B 四技,65,49,16,33,5,15,11,0,0,0,0,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電機工程系_國際學生產學合作專班,D 日,B 四技,123,45,78,24,40,10,20,0,0,11,18,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_國際學生產學合作專班,D 日,B 四技,25,13,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電機工程系_國際學生產學合作專班,D 日,C 二技,30,19,11,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_現役軍人營區在職專班,N 職,M 碩士,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_現役軍人營區在職專班,N 修,C 二技,54,46,8,0,0,0,0,21,3,25,5,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_智慧自動化科技應用學程國際學生產學合作專班,D 日,B 四技,36,22,14,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_智慧製造國際學生產學合作專班,D 日,B 四技,17,13,4,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_智慧製造產學專班,D 日,B 四技,211,125,86,47,25,38,21,21,20,19,20,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_智慧機電整合控制產業碩士專班,D 日,M 碩士,4,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_節能技術管理產業碩士專班,D 日,M 碩士,7,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_電力電子產業研發碩士專班,D 日,M 碩士,40,38,2,24,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_電力電子產碩專班,D 日,M 碩士,33,30,3,9,3,10,0,9,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_電動機應用科技專班,N 修,B 四技,29,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_電路板(應用)產業專班,D 日,B 四技,154,103,51,52,34,51,17,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_電機工程資電國際學生產學合作專班,D 日,B 四技,32,17,15,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_電機產業技優專班,D 日,B 四技,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_電機產業專班,D 日,B 四技,140,88,52,48,22,29,19,11,11,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系_機電控制產業碩士專班,D 日,M 碩士,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系光機電暨材料碩士班,D 日,M 碩士,24,23,1,12,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系博士班,D 日,D 博士,72,67,5,15,4,17,0,14,0,8,1,4,0,4,0,5,0,0,0
111,07141,電機與電子工程細學類,電機工程系博士班,D 日,D 博士,21,18,3,4,0,2,0,4,1,2,0,3,2,2,0,1,0,0,0
111,07141,電機與電子工程細學類,電機工程系博士班,D 日,D 博士,37,34,3,6,2,4,0,9,0,4,0,3,0,5,0,3,1,0,0
111,07141,電機與電子工程細學類,電機工程系博士班,D 日,D 博士,50,44,6,9,0,6,1,6,1,8,2,2,1,4,1,9,0,0,0
111,07141,電機與電子工程細學類,電機工程系智慧自動化系統碩士在職專班,N 職,M 碩士,33,30,3,9,2,9,0,6,0,4,0,1,1,1,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系智慧自動化系統碩士班,D 日,M 碩士,43,42,1,20,1,13,0,6,0,3,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系電資碩士班,D 日,M 碩士,22,19,3,7,2,5,1,6,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士在職專班,N 職,M 碩士,57,54,3,17,2,18,1,11,0,6,0,1,0,1,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士在職專班,N 職,M 碩士,27,23,4,8,2,12,2,2,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士在職專班,N 職,M 碩士,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士在職專班,N 職,M 碩士,18,17,1,7,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士在職專班,N 職,M 碩士,56,51,5,20,3,15,1,12,1,3,0,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士在職專班,N 職,M 碩士,159,149,10,44,5,37,3,33,1,19,0,9,1,7,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士在職專班,N 職,M 碩士,100,97,3,44,1,36,1,8,1,8,0,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,108,104,4,52,3,39,0,9,1,4,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,436,371,65,177,29,167,29,24,6,3,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,33,32,1,17,1,8,0,6,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,118,101,17,51,12,41,4,7,1,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,11,10,1,5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,178,163,15,78,7,71,5,12,3,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,113,111,2,47,1,48,1,14,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,55,54,1,18,1,28,0,6,0,0,0,1,0,1,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,33,31,2,12,0,7,2,4,0,8,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,358,320,38,142,18,143,16,30,4,5,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,18,17,1,5,1,6,0,4,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程系碩士班,D 日,M 碩士,46,45,1,16,0,19,1,6,0,4,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程研究所,D 日,M 碩士,16,13,3,1,1,5,2,4,0,3,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程科,D 日,2 二專,61,61,0,29,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程科,D 日,5 五專,8,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程科,D 日,5 五專,151,147,4,25,0,33,2,36,0,20,1,28,1,0,0,0,0,5,0
111,07141,電機與電子工程細學類,電機工程科,D 日,5 五專,223,208,15,46,7,37,1,46,2,37,2,42,3,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程科,D 日,5 五專,12,11,1,0,0,0,0,0,0,5,0,4,1,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電機工程科,D 日,5 五專,183,178,5,53,2,46,1,28,1,25,0,24,1,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電機工程科,D 日,5 五專,458,440,18,102,3,108,4,75,4,85,4,63,3,0,0,0,0,7,0
111,07141,電機與電子工程細學類,電機工程科,N 修,2 二專,64,58,6,29,4,28,2,0,0,0,0,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電機工程科,N 修,2 二專,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電機工程科,N 修,2 二專,112,105,7,51,3,41,4,0,0,0,0,0,0,0,0,0,0,13,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,47,38,9,11,5,2,0,5,1,4,0,8,0,3,1,5,2,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,61,51,10,9,1,12,2,9,3,6,2,7,1,4,1,4,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,18,15,3,3,2,3,0,5,1,0,0,4,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,20,17,3,1,1,0,1,1,0,5,0,3,0,1,1,6,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,34,32,2,2,0,9,0,2,0,8,1,3,1,3,0,5,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,90,80,10,17,2,16,0,17,0,9,3,7,3,5,1,9,1,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,11,11,0,3,0,2,0,1,0,1,0,2,0,0,0,2,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,28,23,5,1,0,6,0,3,3,0,1,6,0,4,1,3,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,7,6,1,0,0,1,0,1,0,1,0,1,0,0,1,2,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,91,82,9,22,1,16,1,13,2,7,1,6,2,9,2,9,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,36,29,7,5,2,5,1,5,1,6,0,1,1,3,2,4,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,23,21,2,3,1,5,0,2,0,6,0,2,1,1,0,2,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,22,20,2,5,1,2,0,3,0,5,1,3,0,0,0,2,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,21,18,3,3,0,2,0,1,1,1,0,3,0,2,0,6,2,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,12,12,0,3,0,2,0,2,0,1,0,2,0,1,0,1,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,5,5,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,19,16,3,2,2,5,1,3,0,4,0,0,0,1,0,1,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,7,6,1,0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,114,104,10,19,0,15,2,15,2,21,1,14,1,12,3,8,1,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,D 博士,36,32,4,2,2,8,1,4,0,5,1,5,0,5,0,3,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,172,149,23,60,11,52,7,20,5,17,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,724,615,109,259,48,252,41,83,20,21,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,36,32,4,12,3,10,1,7,0,3,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,38,34,4,15,2,13,2,4,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,48,43,5,21,3,14,1,3,1,5,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,255,227,28,107,16,91,8,26,2,3,2,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,272,232,40,95,24,106,12,29,4,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,287,245,42,97,20,97,17,37,4,14,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,39,38,1,17,0,11,0,7,1,3,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,87,79,8,38,2,27,5,12,0,2,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,39,35,4,16,1,12,3,5,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,366,309,57,121,29,134,20,48,8,6,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,410,346,64,148,28,145,26,46,8,7,2,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,21,17,4,7,2,5,0,3,2,0,0,2,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,199,183,16,89,10,66,5,25,1,2,0,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,76,72,4,35,1,26,1,6,1,5,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,17,16,1,6,1,7,0,3,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,57,46,11,21,7,22,4,3,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,228,194,34,71,12,70,13,43,9,10,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,63,56,7,19,0,22,5,11,2,4,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,149,129,20,59,10,49,8,15,2,6,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,474,395,79,148,35,142,28,78,10,27,6,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,61,59,2,30,1,24,1,4,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,31,24,7,12,2,7,4,5,1,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,58,51,7,22,6,14,0,11,1,4,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,39,25,14,12,12,11,2,2,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,M 碩士,82,75,7,31,4,28,3,9,0,7,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,367,319,48,89,9,88,12,66,14,67,10,0,0,0,0,0,0,9,3
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,318,269,49,62,14,80,6,65,14,58,14,0,0,0,0,0,0,4,1
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,1561,1369,192,309,37,340,41,319,67,328,40,0,0,0,0,0,0,73,7
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,242,203,39,49,14,44,8,48,13,52,4,0,0,0,0,0,0,10,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,796,683,113,151,30,154,33,179,23,167,22,0,0,0,0,0,0,32,5
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,439,376,63,76,9,110,21,95,14,71,15,0,0,0,0,0,0,24,4
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,1225,981,244,222,70,259,68,248,56,209,48,0,0,0,0,0,0,43,2
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,705,619,86,145,21,156,20,154,24,138,16,0,0,0,0,0,0,26,5
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,280,229,51,59,15,60,12,51,13,54,10,0,0,0,0,0,0,5,1
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,367,292,75,83,15,64,24,69,17,66,19,0,0,0,0,0,0,10,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,573,488,85,108,16,107,21,124,27,135,20,0,0,0,0,0,0,14,1
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,188,159,29,39,9,34,8,35,5,49,6,0,0,0,0,0,0,2,1
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,329,299,30,61,7,79,9,77,8,54,4,0,0,0,0,0,0,28,2
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,672,557,115,135,28,145,24,131,32,129,29,0,0,0,0,0,0,17,2
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,323,267,56,52,18,67,10,58,14,79,14,0,0,0,0,0,0,11,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,215,175,40,50,7,51,11,40,11,32,11,0,0,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,492,402,90,94,23,104,23,90,24,95,20,0,0,0,0,0,0,19,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,730,677,53,167,13,169,18,162,13,136,8,0,0,0,0,0,0,43,1
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,501,421,80,104,15,107,24,94,22,104,16,0,0,0,0,0,0,12,3
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,1002,876,126,163,39,237,34,223,29,211,24,0,0,0,0,0,0,42,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,444,361,83,91,14,94,20,84,25,88,23,0,0,0,0,0,0,4,1
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,181,155,26,43,5,40,5,42,8,28,8,0,0,0,0,0,0,2,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,1064,865,199,208,44,223,45,196,59,202,49,0,0,0,0,0,0,36,2
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,147,142,5,19,0,46,0,39,3,32,2,0,0,0,0,0,0,6,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,183,158,25,34,6,43,7,45,4,35,8,0,0,0,0,0,0,1,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,399,320,79,73,24,79,26,90,14,71,15,0,0,0,0,0,0,7,0
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,444,384,60,93,16,103,16,94,15,84,12,0,0,0,0,0,0,10,1
111,07141,電機與電子工程細學類,電機工程學系,D 日,B 學士,285,259,26,53,10,67,6,66,5,55,4,0,0,0,0,0,0,18,1
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,9,8,1,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,48,45,3,14,2,17,1,7,0,4,0,2,0,1,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,59,55,4,26,1,20,3,3,0,5,0,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,104,97,7,36,2,22,2,18,2,15,1,6,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,33,30,3,12,1,8,1,2,1,3,0,3,0,1,0,1,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,63,61,2,8,0,15,1,18,0,12,1,8,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,35,32,3,8,1,11,2,1,0,4,0,5,0,2,0,1,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,52,44,8,14,4,18,2,3,0,6,2,2,0,1,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,40,35,5,21,1,11,4,2,0,1,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,32,27,5,7,2,3,0,3,2,7,0,7,1,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,N 職,M 碩士,21,19,2,8,1,5,1,2,0,4,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系,P 進,B 學士,76,72,4,16,1,14,1,18,1,20,1,0,0,0,0,0,0,4,0
111,07141,電機與電子工程細學類,電機工程學系,P 進,B 學士,94,85,9,23,2,22,2,19,3,12,2,0,0,0,0,0,0,9,0
111,07141,電機與電子工程細學類,電機工程學系,P 進,B 學士,53,45,8,19,2,4,1,8,2,11,3,0,0,0,0,0,0,3,0
111,07141,電機與電子工程細學類,電機工程學系人工智慧機器人碩士班,D 日,M 碩士,31,31,0,15,0,11,0,3,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系光電半導體材料產業碩士專班,D 日,M 碩士,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系光電半導體產業碩士專班,D 日,M 碩士,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系國際碩士班,D 日,M 碩士,6,2,4,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系產業博士班,D 日,D 博士,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系微波元件產業碩士專班,D 日,M 碩士,11,11,0,7,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系資訊安全碩士班,D 日,M 碩士,56,48,8,20,5,19,3,7,0,2,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系電力電子產業碩士專班,D 日,M 碩士,25,21,4,10,2,10,2,1,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機工程學系電機設計與驅動產業碩士專班,D 日,M 碩士,29,23,6,5,3,9,1,7,1,2,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機科,D 日,5 五專,94,88,6,29,3,30,0,11,0,9,2,9,1,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機控制產業碩士專班,D 日,M 碩士,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機通訊學院英語學士班,D 日,B 學士,163,129,34,35,9,32,9,23,6,30,8,0,0,0,0,0,0,9,2
111,07141,電機與電子工程細學類,電機資訊國際博士學位學程,D 日,D 博士,71,59,12,9,3,4,2,6,3,15,2,12,1,7,0,6,1,0,0
111,07141,電機與電子工程細學類,電機資訊國際碩士學位學程,D 日,M 碩士,41,32,9,15,5,9,1,3,2,5,1,0,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機資訊學士班,D 日,B 學士,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
111,07141,電機與電子工程細學類,電機資訊學院人工智慧應用學士學位學程,D 日,B 學士,25,19,6,0,0,5,1,1,2,6,0,0,0,0,0,0,0,7,3
111,07141,電機與電子工程細學類,電機資訊學院碩士在職專班,N 職,M 碩士,28,26,2,11,1,9,0,3,0,2,1,1,0,0,0,0,0,0,0
111,07141,電機與電子工程細學類,電機資訊學院學士班,D 日,B 學士,265,205,60,37,6,65,13,61,25,39,16,0,0,0,0,0,0,3,0
